iclass	iform	disasm_intel	category	extension	isa_set	cpl	mode_restriction	eosz_list	easz_list	operand_list	explicit_operands	implicit_operands	flags	encoding_space	pattern	attributes	undocumented	vendor
HADDPD	HADDPD_XMMpd_MEMpd	HADDPD	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:pd MEM0:r:pd	XMM MEM			legacy	0x0F 0x7C REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
HADDPD	HADDPD_XMMpd_XMMpd	HADDPD	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:pd REG1=XMM_B():r:pd	XMM XMM			legacy	0x0F 0x7C REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
HSUBPD	HSUBPD_XMMpd_MEMpd	HSUBPD	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:pd MEM0:r:pd	XMM MEM			legacy	0x0F 0x7D REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
HSUBPD	HSUBPD_XMMpd_XMMpd	HSUBPD	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:pd REG1=XMM_B():r:pd	XMM XMM			legacy	0x0F 0x7D REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
MOVDQA	MOVDQA_MEMdq_XMMdq	MOVDQA	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	MEM0:w:dq REG0=XMM_R():r:dq	MEM XMM			legacy	0x0F 0x7F REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	REQUIRES_ALIGNMENT	False	shared-or-unspecified
MOVDQA	MOVDQA_XMMdq_XMMdq_0F7F	MOVDQA	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_B():w:dq REG1=XMM_R():r:dq	XMM XMM			legacy	0x0F 0x7F REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	REQUIRES_ALIGNMENT	False	shared-or-unspecified
MOVDQA	MOVDQA_XMMdq_MEMdq	MOVDQA	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():w:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x6F REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	REQUIRES_ALIGNMENT	False	shared-or-unspecified
MOVDQA	MOVDQA_XMMdq_XMMdq_0F6F	MOVDQA	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():w:dq REG1=XMM_B():r:dq	XMM XMM			legacy	0x0F 0x6F REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	REQUIRES_ALIGNMENT	False	shared-or-unspecified
HADDPS	HADDPS_XMMps_MEMps	HADDPS	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:ps MEM0:r:ps	XMM MEM			legacy	0x0F 0x7C REP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
HADDPS	HADDPS_XMMps_XMMps	HADDPS	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:ps REG1=XMM_B():r:ps	XMM XMM			legacy	0x0F 0x7C REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
HSUBPS	HSUBPS_XMMps_MEMps	HSUBPS	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:ps MEM0:r:ps	XMM MEM			legacy	0x0F 0x7D REP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
HSUBPS	HSUBPS_XMMps_XMMps	HSUBPS	SSE	SSE3	SSE3	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:ps REG1=XMM_B():r:ps	XMM XMM			legacy	0x0F 0x7D REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	REQUIRES_ALIGNMENT MXCSR	False	shared-or-unspecified
SETS	SETS_MEMb	SETS	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ sf-tst ]	legacy	0x0F 0x98 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETS	SETS_GPR8	SETS	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ sf-tst ]	legacy	0x0F 0x98 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETS	SETS_GPR8i8_APX_N3	SETS	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETS	SETS_MEMi8_APX_N3	SETS	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETS	SETS_GPR8i8_APX_N3_ZU	SETS	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETS	SETS_MEMi8_APX_N3_ZU	SETS	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x48 VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNS	SETNS_MEMb	SETNS	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ sf-tst ]	legacy	0x0F 0x99 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETNS	SETNS_GPR8	SETNS	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ sf-tst ]	legacy	0x0F 0x99 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETNS	SETNS_GPR8i8_APX_N3	SETNS	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNS	SETNS_MEMi8_APX_N3	SETNS	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNS	SETNS_GPR8i8_APX_N3_ZU	SETNS	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNS	SETNS_MEMi8_APX_N3_ZU	SETNS	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST ]	evex	VEXVALID=2 0x49 VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETP	SETP_MEMb	SETP	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ pf-tst ]	legacy	0x0F 0x9A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETP	SETP_GPR8	SETP	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ pf-tst ]	legacy	0x0F 0x9A MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETP	SETP_GPR8i8_APX_N3	SETP	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETP	SETP_MEMi8_APX_N3	SETP	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETP	SETP_GPR8i8_APX_N3_ZU	SETP	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETP	SETP_MEMi8_APX_N3_ZU	SETP	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4A VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNP	SETNP_MEMb	SETNP	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ pf-tst ]	legacy	0x0F 0x9B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETNP	SETNP_GPR8	SETNP	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ pf-tst ]	legacy	0x0F 0x9B MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETNP	SETNP_GPR8i8_APX_N3	SETNP	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNP	SETNP_MEMi8_APX_N3	SETNP	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNP	SETNP_GPR8i8_APX_N3_ZU	SETNP	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNP	SETNP_MEMi8_APX_N3_ZU	SETNP	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ PF-TST ]	evex	VEXVALID=2 0x4B VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETL	SETL_MEMb	SETL	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ sf-tst of-tst ]	legacy	0x0F 0x9C MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETL	SETL_GPR8	SETL	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ sf-tst of-tst ]	legacy	0x0F 0x9C MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETL	SETL_GPR8i8_APX_N3	SETL	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4C VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETL	SETL_MEMi8_APX_N3	SETL	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4C VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETL	SETL_GPR8i8_APX_N3_ZU	SETL	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4C VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETL	SETL_MEMi8_APX_N3_ZU	SETL	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4C VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNL	SETNL_MEMb	SETNL	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ sf-tst of-tst ]	legacy	0x0F 0x9D MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETNL	SETNL_GPR8	SETNL	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ sf-tst of-tst ]	legacy	0x0F 0x9D MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETNL	SETNL_GPR8i8_APX_N3	SETNL	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4D VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNL	SETNL_MEMi8_APX_N3	SETNL	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4D VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNL	SETNL_GPR8i8_APX_N3_ZU	SETNL	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4D VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNL	SETNL_MEMi8_APX_N3_ZU	SETNL	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ]	evex	VEXVALID=2 0x4D VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETLE	SETLE_MEMb	SETLE	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ sf-tst of-tst zf-tst ]	legacy	0x0F 0x9E MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETLE	SETLE_GPR8	SETLE	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ sf-tst of-tst zf-tst ]	legacy	0x0F 0x9E MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETLE	SETLE_GPR8i8_APX_N3	SETLE	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4E VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETLE	SETLE_MEMi8_APX_N3	SETLE	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4E VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETLE	SETLE_GPR8i8_APX_N3_ZU	SETLE	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4E VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETLE	SETLE_MEMi8_APX_N3_ZU	SETLE	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4E VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNLE	SETNLE_MEMb	SETNLE	SETCC	BASE	I386	3	16 32 64	8	16 32 64	MEM0:w:b	MEM		READONLY [ sf-tst of-tst zf-tst ]	legacy	0x0F 0x9F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	BYTEOP	False	shared-or-unspecified
SETNLE	SETNLE_GPR8	SETNLE	SETCC	BASE	I386	3	16 32 64	8	16 32 64	REG0=GPR8_B():w	GPR8		READONLY [ sf-tst of-tst zf-tst ]	legacy	0x0F 0x9F MOD[0b11] MOD=3 REG[rrr] RM[nnn]	BYTEOP	False	shared-or-unspecified
SETNLE	SETNLE_GPR8i8_APX_N3	SETNLE	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4F VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNLE	SETNLE_MEMi8_APX_N3	SETNLE	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4F VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
SETNLE	SETNLE_GPR8i8_APX_N3_ZU	SETNLE	SETCC	APXEVEX	APX_F_N3	3	64			REG0=GPR8_B():w:b:i8	GPR8		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4F VEX_PREFIX=2 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP	False	shared-or-unspecified
SETNLE	SETNLE_MEMi8_APX_N3_ZU	SETNLE	SETCC	APXEVEX	APX_F_N3	3	64			MEM0:w:b:i8	MEM		READONLY [ SF-TST OF-TST ZF-TST ]	evex	VEXVALID=2 0x4F VEX_PREFIX=2 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	BYTEOP DISP8_NO_SCALE	False	shared-or-unspecified
RSM	RSM	RSM	SYSRET	BASE	I486	3	16 32 64	16 32 64	16 32 64	REG0=rIP():w:SUPP		rIP	MUST [ id-mod vip-mod vif-mod ac-mod vm-mod rf-mod nt-mod iopl-mod of-mod df-mod if-mod tf-mod sf-mod zf-mod af-mod pf-mod cf-mod ]	legacy	0x0F 0xAA	NOTSX	False	shared-or-unspecified
SHRD	SHRD_MEMv_GPRv_IMMb	SHRD	SHIFT	BASE	I386	3	16 32 64	16 32 64	16 32 64	MEM0:rcw:v REG0=GPRv_R():r IMM0:r:b	MEM GPRv IMM		IMM1 MUST [ of-mod sf-mod zf-mod af-u pf-mod cf-mod ], IMMx MUST [ of-u sf-mod zf-mod af-u pf-mod cf-mod ]	legacy	0x0F 0xAC MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8()		False	shared-or-unspecified
SHRD	SHRD_GPRv_GPRv_IMMb	SHRD	SHIFT	BASE	I386	3	16 32 64	16 32 64	16 32 64	REG0=GPRv_B():rcw REG1=GPRv_R():r IMM0:r:b	GPRv GPRv IMM		IMM1 MUST [ of-mod sf-mod zf-mod af-u pf-mod cf-mod ], IMMx MUST [ of-u sf-mod zf-mod af-u pf-mod cf-mod ]	legacy	0x0F 0xAC MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8()		False	shared-or-unspecified
SHRD	SHRD_MEMv_GPRv_CL	SHRD	SHIFT	BASE	I386	3	16 32 64	16 32 64	16 32 64	MEM0:rcw:v REG0=GPRv_R():r REG1=XED_REG_CL:r:IMPL	MEM GPRv	CL	MAY [ of-u sf-mod zf-mod af-u pf-mod cf-mod ]	legacy	0x0F 0xAD MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()		False	shared-or-unspecified
SHRD	SHRD_GPRv_GPRv_CL	SHRD	SHIFT	BASE	I386	3	16 32 64	16 32 64	16 32 64	REG0=GPRv_B():rcw REG1=GPRv_R():r REG2=XED_REG_CL:r:IMPL	GPRv GPRv	CL	MAY [ of-u sf-mod zf-mod af-u pf-mod cf-mod ]	legacy	0x0F 0xAD MOD[0b11] MOD=3 REG[rrr] RM[nnn]		False	shared-or-unspecified
