iclass	iform	disasm_intel	category	extension	isa_set	cpl	mode_restriction	eosz_list	easz_list	operand_list	explicit_operands	implicit_operands	flags	encoding_space	pattern	attributes	undocumented	vendor
CVTSD2SS	CVTSD2SS_XMMss_XMMsd	CVTSD2SS	CONVERT	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:ss:f32 REG1=XMM_B():r:sd:f64	XMM XMM			legacy	0x0F 0x5A REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
SUBSD	SUBSD_XMMsd_MEMsd	SUBSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd MEM0:r:sd	XMM MEM			legacy	0x0F 0x5C REP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
SUBSD	SUBSD_XMMsd_XMMsd	SUBSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd REG1=XMM_B():r:sd	XMM XMM			legacy	0x0F 0x5C REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
MINSD	MINSD_XMMsd_MEMsd	MINSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd MEM0:r:sd	XMM MEM			legacy	0x0F 0x5D REP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
MINSD	MINSD_XMMsd_XMMsd	MINSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd REG1=XMM_B():r:sd	XMM XMM			legacy	0x0F 0x5D REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
DIVSD	DIVSD_XMMsd_MEMsd	DIVSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd MEM0:r:sd	XMM MEM			legacy	0x0F 0x5E REP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
DIVSD	DIVSD_XMMsd_XMMsd	DIVSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd REG1=XMM_B():r:sd	XMM XMM			legacy	0x0F 0x5E REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
MAXSD	MAXSD_XMMsd_MEMsd	MAXSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd MEM0:r:sd	XMM MEM			legacy	0x0F 0x5F REP=2 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
MAXSD	MAXSD_XMMsd_XMMsd	MAXSD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:sd REG1=XMM_B():r:sd	XMM XMM			legacy	0x0F 0x5F REP=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()	SIMD_SCALAR MXCSR	False	shared-or-unspecified
PUNPCKHBW	PUNPCKHBW_MMXq_MEMq	PUNPCKHBW	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q MEM0:r:q	MMX MEM			legacy	0x0F 0x68 REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	SKIPLOW32 NOTSX	False	shared-or-unspecified
PUNPCKHBW	PUNPCKHBW_MMXq_MMXd	PUNPCKHBW	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q REG1=MMX_B():r:d	MMX MMX			legacy	0x0F 0x68 REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	SKIPLOW32 NOTSX	False	shared-or-unspecified
PUNPCKHBW	PUNPCKHBW_XMMdq_MEMdq	PUNPCKHBW	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x68 REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHBW	PUNPCKHBW_XMMdq_XMMq	PUNPCKHBW	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq REG1=XMM_B():r:q	XMM XMM			legacy	0x0F 0x68 REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHWD	PUNPCKHWD_MMXq_MEMq	PUNPCKHWD	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q MEM0:r:q	MMX MEM			legacy	0x0F 0x69 REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	SKIPLOW32 NOTSX	False	shared-or-unspecified
PUNPCKHWD	PUNPCKHWD_MMXq_MMXd	PUNPCKHWD	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q REG1=MMX_B():r:d	MMX MMX			legacy	0x0F 0x69 REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	SKIPLOW32 NOTSX	False	shared-or-unspecified
PUNPCKHWD	PUNPCKHWD_XMMdq_MEMdq	PUNPCKHWD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x69 REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHWD	PUNPCKHWD_XMMdq_XMMq	PUNPCKHWD	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq REG1=XMM_B():r:q	XMM XMM			legacy	0x0F 0x69 REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHDQ	PUNPCKHDQ_MMXq_MEMq	PUNPCKHDQ	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q MEM0:r:q	MMX MEM			legacy	0x0F 0x6A REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	SKIPLOW32 NOTSX	False	shared-or-unspecified
PUNPCKHDQ	PUNPCKHDQ_MMXq_MMXd	PUNPCKHDQ	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q REG1=MMX_B():r:d	MMX MMX			legacy	0x0F 0x6A REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	SKIPLOW32 NOTSX	False	shared-or-unspecified
PUNPCKHDQ	PUNPCKHDQ_XMMdq_MEMdq	PUNPCKHDQ	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x6A REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHDQ	PUNPCKHDQ_XMMdq_XMMq	PUNPCKHDQ	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq REG1=XMM_B():r:q	XMM XMM			legacy	0x0F 0x6A REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PACKSSDW	PACKSSDW_MMXq_MEMq	PACKSSDW	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q:i32 MEM0:r:q:i32	MMX MEM			legacy	0x0F 0x6B REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	HALF_WIDE_OUTPUT NOTSX	False	shared-or-unspecified
PACKSSDW	PACKSSDW_MMXq_MMXq	PACKSSDW	MMX	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():rw:q:i32 REG1=MMX_B():r:q:i32	MMX MMX			legacy	0x0F 0x6B REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	HALF_WIDE_OUTPUT NOTSX	False	shared-or-unspecified
PACKSSDW	PACKSSDW_XMMdq_MEMdq	PACKSSDW	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq:i32 MEM0:r:dq:i32	XMM MEM			legacy	0x0F 0x6B REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	REQUIRES_ALIGNMENT HALF_WIDE_OUTPUT	False	shared-or-unspecified
PACKSSDW	PACKSSDW_XMMdq_XMMdq	PACKSSDW	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq:i32 REG1=XMM_B():r:dq:i32	XMM XMM			legacy	0x0F 0x6B REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	REQUIRES_ALIGNMENT HALF_WIDE_OUTPUT	False	shared-or-unspecified
MOVD	MOVD_XMMdq_MEMd	MOVD	DATAXFER	SSE2	SSE2	3	64	16	16 32 64	REG0=XMM_R():w:dq MEM0:r:d	XMM MEM			legacy	0x0F 0x6E REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=0 MODRM()		False	shared-or-unspecified
MOVD	MOVD_XMMdq_MEMd	MOVD	DATAXFER	SSE2	SSE2	3	16 32	16 32 64	16 32 64	REG0=XMM_R():w:dq MEM0:r:d	XMM MEM			legacy	0x0F 0x6E REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODE!=2 MODRM()		False	shared-or-unspecified
MOVD	MOVD_MEMd_XMMd	MOVD	DATAXFER	SSE2	SSE2	3	64	16	16 32 64	MEM0:w:d REG0=XMM_R():r:d	MEM XMM			legacy	0x0F 0x7E REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=0 MODRM()		False	shared-or-unspecified
MOVD	MOVD_MEMd_XMMd	MOVD	DATAXFER	SSE2	SSE2	3	16 32	16 32 64	16 32 64	MEM0:w:d REG0=XMM_R():r:d	MEM XMM			legacy	0x0F 0x7E REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODE!=2 MODRM()		False	shared-or-unspecified
MOVD	MOVD_XMMdq_GPR32	MOVD	DATAXFER	SSE2	SSE2	3	64	16	16 32 64	REG0=XMM_R():w:dq REG1=GPR32_B():r	XMM GPR32			legacy	0x0F 0x6E REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=0		False	shared-or-unspecified
MOVD	MOVD_XMMdq_GPR32	MOVD	DATAXFER	SSE2	SSE2	3	16 32	16 32 64	16 32 64	REG0=XMM_R():w:dq REG1=GPR32_B():r	XMM GPR32			legacy	0x0F 0x6E REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() MODE!=2		False	shared-or-unspecified
MOVD	MOVD_GPR32_XMMd	MOVD	DATAXFER	SSE2	SSE2	3	64	16	16 32 64	REG0=GPR32_B():w REG1=XMM_R():r:d	GPR32 XMM			legacy	0x0F 0x7E REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=0		False	shared-or-unspecified
MOVD	MOVD_GPR32_XMMd	MOVD	DATAXFER	SSE2	SSE2	3	16 32	16 32 64	16 32 64	REG0=GPR32_B():w REG1=XMM_R():r:d	GPR32 XMM			legacy	0x0F 0x7E REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() MODE!=2		False	shared-or-unspecified
MOVD	MOVD_MMXq_MEMd	MOVD	DATAXFER	MMX	PENTIUMMMX	3	64	32	16 32 64	REG0=MMX_R():w:q MEM0:r:d	MMX MEM			legacy	0x0F 0x6E REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE=2 REXW=0 MODRM()	NOTSX	False	shared-or-unspecified
MOVD	MOVD_MMXq_GPR32	MOVD	DATAXFER	MMX	PENTIUMMMX	3	64	32	16 32 64	REG0=MMX_R():w:q REG1=GPR32_B():r	MMX GPR32			legacy	0x0F 0x6E REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE=2 REXW=0	NOTSX	False	shared-or-unspecified
MOVD	MOVD_MMXq_MEMd	MOVD	DATAXFER	MMX	PENTIUMMMX	3	16 32	16 32 64	16 32 64	REG0=MMX_R():w:q MEM0:r:d	MMX MEM			legacy	0x0F 0x6E REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE!=2 MODRM()	NOTSX	False	shared-or-unspecified
MOVD	MOVD_MMXq_GPR32	MOVD	DATAXFER	MMX	PENTIUMMMX	3	16 32	16 32 64	16 32 64	REG0=MMX_R():w:q REG1=GPR32_B():r	MMX GPR32			legacy	0x0F 0x6E REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE!=2	NOTSX	False	shared-or-unspecified
MOVD	MOVD_MEMd_MMXd	MOVD	DATAXFER	MMX	PENTIUMMMX	3	64	32	16 32 64	MEM0:w:d REG0=MMX_R():r:d	MEM MMX			legacy	0x0F 0x7E REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE=2 REXW=0 MODRM()	NOTSX	False	shared-or-unspecified
MOVD	MOVD_GPR32_MMXd	MOVD	DATAXFER	MMX	PENTIUMMMX	3	64	32	16 32 64	REG0=GPR32_B():w REG1=MMX_R():r:d	GPR32 MMX			legacy	0x0F 0x7E REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE=2 REXW=0	NOTSX	False	shared-or-unspecified
MOVD	MOVD_MEMd_MMXd	MOVD	DATAXFER	MMX	PENTIUMMMX	3	16 32	16 32 64	16 32 64	MEM0:w:d REG0=MMX_R():r:d	MEM MMX			legacy	0x0F 0x7E REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE!=2 MODRM()	NOTSX	False	shared-or-unspecified
MOVD	MOVD_GPR32_MMXd	MOVD	DATAXFER	MMX	PENTIUMMMX	3	16 32	16 32 64	16 32 64	REG0=GPR32_B():w REG1=MMX_R():r:d	GPR32 MMX			legacy	0x0F 0x7E REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE!=2	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_XMMdq_GPR64	MOVQ	DATAXFER	SSE2	SSE2	3	64	64	16 32 64	REG0=XMM_R():w:dq REG1=GPR64_B():r	XMM GPR64			legacy	0x0F 0x6E REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=1		False	shared-or-unspecified
MOVQ	MOVQ_GPR64_XMMq	MOVQ	DATAXFER	SSE2	SSE2	3	64	64	16 32 64	REG0=GPR64_B():w REG1=XMM_R():r:q	GPR64 XMM			legacy	0x0F 0x7E REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=1		False	shared-or-unspecified
MOVQ	MOVQ_XMMdq_XMMq_0FD6	MOVQ	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_B():w:dq REG1=XMM_R():r:q	XMM XMM			legacy	0x0F 0xD6 REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()		False	shared-or-unspecified
MOVQ	MOVQ_XMMdq_XMMq_0F7E	MOVQ	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():w:dq REG1=XMM_B():r:q	XMM XMM			legacy	0x0F 0x7E REP=3 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()		False	shared-or-unspecified
MOVQ	MOVQ_XMMdq_MEMq_0F6E	MOVQ	DATAXFER	SSE2	SSE2	3	64	64	16 32 64	REG0=XMM_R():w:dq MEM0:r:q	XMM MEM			legacy	0x0F 0x6E REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=1 MODRM()		False	shared-or-unspecified
MOVQ	MOVQ_MEMq_XMMq_0F7E	MOVQ	DATAXFER	SSE2	SSE2	3	64	64	16 32 64	MEM0:w:q REG0=XMM_R():r:q	MEM XMM			legacy	0x0F 0x7E REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODE=2 REXW=1 MODRM()		False	shared-or-unspecified
MOVQ	MOVQ_XMMdq_MEMq_0F7E	MOVQ	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():w:dq MEM0:r:q	XMM MEM			legacy	0x0F 0x7E REP=3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()		False	shared-or-unspecified
MOVQ	MOVQ_MEMq_XMMq_0FD6	MOVQ	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	MEM0:w:q REG0=XMM_R():r:q	MEM XMM			legacy	0x0F 0xD6 REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()		False	shared-or-unspecified
MOVQ	MOVQ_MMXq_MEMq_0F6E	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	64	64	16 32 64	REG0=MMX_R():w:q MEM0:r:q	MMX MEM			legacy	0x0F 0x6E REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE=2 REXW=1 MODRM()	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_MMXq_GPR64	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	64	64	16 32 64	REG0=MMX_R():w:q REG1=GPR64_B():r	MMX GPR64			legacy	0x0F 0x6E REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE=2 REXW=1	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_MEMq_MMXq_0F7E	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	64	64	16 32 64	MEM0:w:q REG0=MMX_R():r:q	MEM MMX			legacy	0x0F 0x7E REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE=2 REXW=1 MODRM()	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_GPR64_MMXq	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	64	64	16 32 64	REG0=GPR64_B():w REG1=MMX_R():r:q	GPR64 MMX			legacy	0x0F 0x7E REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE=2 REXW=1	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_MMXq_MEMq_0F6F	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():w:q MEM0:r:q	MMX MEM			legacy	0x0F 0x6F REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_MMXq_MMXq_0F6F	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_R():w:q REG1=MMX_B():r:q	MMX MMX			legacy	0x0F 0x6F REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_MEMq_MMXq_0F7F	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	MEM0:w:q REG0=MMX_R():r:q	MEM MMX			legacy	0x0F 0x7F REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	NOTSX	False	shared-or-unspecified
MOVQ	MOVQ_MMXq_MMXq_0F7F	MOVQ	DATAXFER	MMX	PENTIUMMMX	3	16 32 64	16 32 64	16 32 64	REG0=MMX_B():w:q REG1=MMX_R():r:q	MMX MMX			legacy	0x0F 0x7F REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	NOTSX	False	shared-or-unspecified
PUNPCKLQDQ	PUNPCKLQDQ_XMMdq_MEMdq	PUNPCKLQDQ	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x6C REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKLQDQ	PUNPCKLQDQ_XMMdq_XMMq	PUNPCKLQDQ	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq REG1=XMM_B():r:q	XMM XMM			legacy	0x0F 0x6C REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHQDQ	PUNPCKHQDQ_XMMdq_MEMdq	PUNPCKHQDQ	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x6D REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
PUNPCKHQDQ	PUNPCKHQDQ_XMMdq_XMMq	PUNPCKHQDQ	SSE	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():rw:dq REG1=XMM_B():r:q	XMM XMM			legacy	0x0F 0x6D REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66()	SKIPLOW64 REQUIRES_ALIGNMENT	False	shared-or-unspecified
MOVDQU	MOVDQU_XMMdq_MEMdq	MOVDQU	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():w:dq MEM0:r:dq	XMM MEM			legacy	0x0F 0x6F REP=3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()		False	shared-or-unspecified
MOVDQU	MOVDQU_XMMdq_XMMdq_0F6F	MOVDQU	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_R():w:dq REG1=XMM_B():r:dq	XMM XMM			legacy	0x0F 0x6F REP=3 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()		False	shared-or-unspecified
MOVDQU	MOVDQU_MEMdq_XMMdq	MOVDQU	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	MEM0:w:dq REG0=XMM_R():r:dq	MEM XMM			legacy	0x0F 0x7F REP=3 MOD[mm] MOD!=3 REG[rrr] RM[nnn] IGNORE66() MODRM()		False	shared-or-unspecified
MOVDQU	MOVDQU_XMMdq_XMMdq_0F7F	MOVDQU	DATAXFER	SSE2	SSE2	3	16 32 64	16 32 64	16 32 64	REG0=XMM_B():w:dq REG1=XMM_R():r:dq	XMM XMM			legacy	0x0F 0x7F REP=3 MOD[0b11] MOD=3 REG[rrr] RM[nnn] IGNORE66()		False	shared-or-unspecified
VMREAD	VMREAD_MEMq_GPR64	VMREAD	VTX	VTX	VTX	0	64	64	16 32 64	MEM0:w:q REG0=GPR64_R():r	MEM GPR64		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x78 REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE=2 MODRM() CR_WIDTH()	RING0	False	shared-or-unspecified
VMREAD	VMREAD_GPR64_GPR64	VMREAD	VTX	VTX	VTX	0	64	64	16 32 64	REG0=GPR64_B():w REG1=GPR64_R():r	GPR64 GPR64		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x78 REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE=2 CR_WIDTH()	RING0	False	shared-or-unspecified
VMREAD	VMREAD_MEMd_GPR32	VMREAD	VTX	VTX	VTX	0	16 32	16 32 64	16 32 64	MEM0:w:d REG0=GPR32_R():r	MEM GPR32		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x78 REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE!=2 MODRM() CR_WIDTH()	RING0	False	shared-or-unspecified
VMREAD	VMREAD_GPR32_GPR32	VMREAD	VTX	VTX	VTX	0	16 32	16 32 64	16 32 64	REG0=GPR32_B():w REG1=GPR32_R():r	GPR32 GPR32		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x78 REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE!=2 CR_WIDTH()	RING0	False	shared-or-unspecified
VMWRITE	VMWRITE_GPR64_MEMq	VMWRITE	VTX	VTX	VTX	0	64	64	16 32 64	REG0=GPR64_R():r MEM0:r:q	GPR64 MEM		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x79 REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE=2 MODRM() CR_WIDTH()	RING0	False	shared-or-unspecified
VMWRITE	VMWRITE_GPR64_GPR64	VMWRITE	VTX	VTX	VTX	0	64	64	16 32 64	REG0=GPR64_R():r REG1=GPR64_B():r	GPR64 GPR64		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x79 REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE=2 CR_WIDTH()	RING0	False	shared-or-unspecified
VMWRITE	VMWRITE_GPR32_MEMd	VMWRITE	VTX	VTX	VTX	0	16 32	16 32 64	16 32 64	REG0=GPR32_R():r MEM0:r:d	GPR32 MEM		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x79 REP=0 OSZ=0 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODE!=2 MODRM() CR_WIDTH()	RING0	False	shared-or-unspecified
VMWRITE	VMWRITE_GPR32_GPR32	VMWRITE	VTX	VTX	VTX	0	16 32	16 32 64	16 32 64	REG0=GPR32_R():r REG1=GPR32_B():r	GPR32 GPR32		MUST [ cf-mod zf-mod sf-0 of-0 af-0 pf-0 ]	legacy	0x0F 0x79 REP=0 OSZ=0 MOD[0b11] MOD=3 REG[rrr] RM[nnn] MODE!=2 CR_WIDTH()	RING0	False	shared-or-unspecified
